"acc","accm","amloc","anpm","anpm_kurtosis","cbo","dit","dit_kurtosis","lcom4","loc","mmloc","noa","noc","nom","npa","npm","rfc","sc"
0,1.5,7.5,1.5,,0,1,,1,15,8,2,0,2,0,2,6,0
0,1,3.5,0.5,,0,1,,1,7,4,4,0,2,0,2,7,0
0,1,3,0,,0,1,,1,3,3,0,0,1,0,1,1,0
0,1.5,4.5,0.5,,0,1,,1,9,6,1,0,2,0,2,4,0
0,2.5,10.75,0.75,,0,1,,1,43,34,4,0,4,0,4,11,0
0,1,4,0.6666666667,,0,1,,1,12,6,2,0,3,0,3,7,0
0,1,3,0.5,,0,0,,4,18,3,3,0,6,0,6,11,0
0,1.1666666667,6.3333333333,1,,0,1,,1,38,8,1,0,6,0,5,14,0
0,1.125,6,1,,0,1,,1,48,8,1,0,8,0,7,18,0
0,1.4545454545,4.7272727273,0.4545454545,,0,1,,1,52,20,6,0,11,0,11,28,0
0,1.5,24,2,,0,1,,1,48,42,2,0,2,0,2,4,0
0,1.5,35,2,,0,1,,1,70,64,2,0,2,0,2,4,0
0,1.5,32,2,,0,1,,1,64,58,2,0,2,0,2,4,0
0,2,12,2,,0,1,,1,12,12,1,0,1,0,1,1,0
0,2,48,2,,0,1,,1,96,90,2,0,2,0,2,4,0
0,1.2857142857,4.5714285714,0.5714285714,,0,0,,1,32,11,3,0,7,0,4,19,0
0,7,29,1,,0,0,,1,29,29,0,0,1,0,1,1,0
0,4,22,3,,0,1,,1,22,22,0,0,1,0,1,1,0
0,1.8,8.8,0.6,,0,0,,5,44,17,5,0,5,0,4,5,0
0,2.3333333333,8.6666666667,2.3333333333,,0,0,,3,26,12,0,0,3,0,3,3,0
0,1.5,6,2,,0,1,,2,12,8,0,0,2,0,2,2,0
0,2,6.5,1,,0,0,,1,13,10,1,0,2,0,1,4,0
0,2,10,1,,0,1,,2,20,17,0,0,2,0,2,2,0
0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
1,3.25,9,1,,0,0,,1,36,16,2,0,4,2,4,13,0
2,1.8461538462,6.9230769231,0.4615384615,,1,0,,2,90,24,8,0,13,0,8,45,2
0,1.8571428571,7.8571428571,0.4285714286,,1,0,,7,55,16,7,0,7,3,6,10,7
0,2,7.4285714286,0.4285714286,,1,0,,1,52,14,4,0,7,0,2,22,1
